"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"22.07.2019 18:45 - 22.07.2019 19:00","55939","57940"
"22.07.2019 19:00 - 22.07.2019 19:15","55712","57205"
"22.07.2019 19:15 - 22.07.2019 19:30","55152","57201"
"22.07.2019 19:30 - 22.07.2019 19:45","54621","56945"
"22.07.2019 19:45 - 22.07.2019 20:00","54088","56384"
"22.07.2019 20:00 - 22.07.2019 20:15","54034","56056"
"22.07.2019 20:15 - 22.07.2019 20:30","53008","55381"
"22.07.2019 20:30 - 22.07.2019 20:45","51855","54071"
"22.07.2019 20:45 - 22.07.2019 21:00","50871","53290"
"22.07.2019 21:00 - 22.07.2019 21:15","49632","51916"
"22.07.2019 21:15 - 22.07.2019 21:30","48812","51120"
"22.07.2019 21:30 - 22.07.2019 21:45","47993","50127"
"22.07.2019 21:45 - 22.07.2019 22:00","47234","49247"
"22.07.2019 22:00 - 22.07.2019 22:15","46480","48406"
"22.07.2019 22:15 - 22.07.2019 22:30","45888","47607"
"22.07.2019 22:30 - 22.07.2019 22:45","45336","47119"
"22.07.2019 22:45 - 22.07.2019 23:00","44953","46659"
"22.07.2019 23:00 - 22.07.2019 23:15","44940","46012"
"22.07.2019 23:15 - 22.07.2019 23:30","44222","45832"
"22.07.2019 23:30 - 22.07.2019 23:45","43754","45525"
"22.07.2019 23:45 - 23.07.2019 00:00","44030","45295"
"23.07.2019 00:00 - 23.07.2019 00:15","42857","44875"
"23.07.2019 00:15 - 23.07.2019 00:30","42825","44410"
"23.07.2019 00:30 - 23.07.2019 00:45","42758","44153"
"23.07.2019 00:45 - 23.07.2019 01:00","42787","44029"
"23.07.2019 01:00 - 23.07.2019 01:15","42810","44380"
"23.07.2019 01:15 - 23.07.2019 01:30","42779","44164"
"23.07.2019 01:30 - 23.07.2019 01:45","42809","43978"
"23.07.2019 01:45 - 23.07.2019 02:00","42840","44264"
"23.07.2019 02:00 - 23.07.2019 02:15","43245","44554"
"23.07.2019 02:15 - 23.07.2019 02:30","43478","44494"
"23.07.2019 02:30 - 23.07.2019 02:45","43902","44799"
"23.07.2019 02:45 - 23.07.2019 03:00","44267","45427"
"23.07.2019 03:00 - 23.07.2019 03:15","45498","46444"
"23.07.2019 03:15 - 23.07.2019 03:30","45978","46879"
"23.07.2019 03:30 - 23.07.2019 03:45","46818","47693"
"23.07.2019 03:45 - 23.07.2019 04:00","48171","48957"
"23.07.2019 04:00 - 23.07.2019 04:15","50900","51452"
"23.07.2019 04:15 - 23.07.2019 04:30","52870","53051"
"23.07.2019 04:30 - 23.07.2019 04:45","54422","54686"
"23.07.2019 04:45 - 23.07.2019 05:00","55801","56331"
"23.07.2019 05:00 - 23.07.2019 05:15","57528","57924"
"23.07.2019 05:15 - 23.07.2019 05:30","58598","59019"
"23.07.2019 05:30 - 23.07.2019 05:45","59686","59964"
"23.07.2019 05:45 - 23.07.2019 06:00","60397","60985"
"23.07.2019 06:00 - 23.07.2019 06:15","61087","61837"
"23.07.2019 06:15 - 23.07.2019 06:30","61682","62536"
"23.07.2019 06:30 - 23.07.2019 06:45","62052","63035"
"23.07.2019 06:45 - 23.07.2019 07:00","62444","63613"
"23.07.2019 07:00 - 23.07.2019 07:15","62456","63441"
"23.07.2019 07:15 - 23.07.2019 07:30","62813","64046"
"23.07.2019 07:30 - 23.07.2019 07:45","63473","64792"
"23.07.2019 07:45 - 23.07.2019 08:00","64070","65454"
"23.07.2019 08:00 - 23.07.2019 08:15","64388","65711"
"23.07.2019 08:15 - 23.07.2019 08:30","64605","65996"
"23.07.2019 08:30 - 23.07.2019 08:45","65085","66396"
"23.07.2019 08:45 - 23.07.2019 09:00","65499","66740"
"23.07.2019 09:00 - 23.07.2019 09:15","65701","67167"
"23.07.2019 09:15 - 23.07.2019 09:30","66161","67679"
"23.07.2019 09:30 - 23.07.2019 09:45","66471","67930"
"23.07.2019 09:45 - 23.07.2019 10:00","66457","68111"
"23.07.2019 10:00 - 23.07.2019 10:15","66185","67567"
"23.07.2019 10:15 - 23.07.2019 10:30","65756","67103"
"23.07.2019 10:30 - 23.07.2019 10:45","65608","67059"
"23.07.2019 10:45 - 23.07.2019 11:00","65609","67043"
"23.07.2019 11:00 - 23.07.2019 11:15","65456","66949"
"23.07.2019 11:15 - 23.07.2019 11:30","65409","66786"
"23.07.2019 11:30 - 23.07.2019 11:45","64836","66393"
"23.07.2019 11:45 - 23.07.2019 12:00","64350","66042"
"23.07.2019 12:00 - 23.07.2019 12:15","64172","65969"
"23.07.2019 12:15 - 23.07.2019 12:30","64140","65699"
"23.07.2019 12:30 - 23.07.2019 12:45","63943","65406"
"23.07.2019 12:45 - 23.07.2019 13:00","63600","65326"
"23.07.2019 13:00 - 23.07.2019 13:15","63522","65298"
"23.07.2019 13:15 - 23.07.2019 13:30","63052","64905"
"23.07.2019 13:30 - 23.07.2019 13:45","62718","64147"
"23.07.2019 13:45 - 23.07.2019 14:00","62334","63871"
"23.07.2019 14:00 - 23.07.2019 14:15","62099","63506"
"23.07.2019 14:15 - 23.07.2019 14:30","61598","63218"
"23.07.2019 14:30 - 23.07.2019 14:45","61872","63111"
"23.07.2019 14:45 - 23.07.2019 15:00","61414","62794"
"23.07.2019 15:00 - 23.07.2019 15:15","61413","62828"
"23.07.2019 15:15 - 23.07.2019 15:30","61234","62617"
"23.07.2019 15:30 - 23.07.2019 15:45","61235","62754"
"23.07.2019 15:45 - 23.07.2019 16:00","61031","62691"
"23.07.2019 16:00 - 23.07.2019 16:15","60630","62258"
"23.07.2019 16:15 - 23.07.2019 16:30","60631","61978"
"23.07.2019 16:30 - 23.07.2019 16:45","60514","61859"
"23.07.2019 16:45 - 23.07.2019 17:00","60205","62031"
"23.07.2019 17:00 - 23.07.2019 17:15","59988","62170"
"23.07.2019 17:15 - 23.07.2019 17:30","59407","61770"
"23.07.2019 17:30 - 23.07.2019 17:45","59105","61431"
"23.07.2019 17:45 - 23.07.2019 18:00","58829","61285"
"23.07.2019 18:00 - 23.07.2019 18:15","57933","60495"
"23.07.2019 18:15 - 23.07.2019 18:30","57222","59643"
"23.07.2019 18:30 - 23.07.2019 18:45","56682","58871"
"23.07.2019 18:45 - 23.07.2019 19:00","56045","58370"
"23.07.2019 19:00 - 23.07.2019 19:15","55787","58021"
"23.07.2019 19:15 - 23.07.2019 19:30","55313","57836"
"23.07.2019 19:30 - 23.07.2019 19:45","54863","57554"
"23.07.2019 19:45 - 23.07.2019 20:00","54358","57325"
"23.07.2019 20:00 - 23.07.2019 20:15","54218","56472"
"23.07.2019 20:15 - 23.07.2019 20:30","53302","55579"
"23.07.2019 20:30 - 23.07.2019 20:45","52268","54243"
"23.07.2019 20:45 - 23.07.2019 21:00","51301","53346"
"23.07.2019 21:00 - 23.07.2019 21:15","50193","52125"
"23.07.2019 21:15 - 23.07.2019 21:30","49391","51252"
"23.07.2019 21:30 - 23.07.2019 21:45","48548","50194"
"23.07.2019 21:45 - 23.07.2019 22:00","47789","49680"
"23.07.2019 22:00 - 23.07.2019 22:15","47783","48741"
"23.07.2019 22:15 - 23.07.2019 22:30","47190","48302"
"23.07.2019 22:30 - 23.07.2019 22:45","46647","48008"
"23.07.2019 22:45 - 23.07.2019 23:00","46145","47492"
"23.07.2019 23:00 - 23.07.2019 23:15","46180","47096"
"23.07.2019 23:15 - 23.07.2019 23:30","45420","46607"
"23.07.2019 23:30 - 23.07.2019 23:45","44823","46266"
"23.07.2019 23:45 - 24.07.2019 00:00","45157","46244"
"24.07.2019 00:00 - 24.07.2019 00:15","43992","45578"
"24.07.2019 00:15 - 24.07.2019 00:30","43948","45293"
"24.07.2019 00:30 - 24.07.2019 00:45","43851","45073"
"24.07.2019 00:45 - 24.07.2019 01:00","43876","44985"
"24.07.2019 01:00 - 24.07.2019 01:15","43797","45383"
"24.07.2019 01:15 - 24.07.2019 01:30","43875","45378"
"24.07.2019 01:30 - 24.07.2019 01:45","43886","45257"
"24.07.2019 01:45 - 24.07.2019 02:00","43992","45377"
"24.07.2019 02:00 - 24.07.2019 02:15","44202","45771"
"24.07.2019 02:15 - 24.07.2019 02:30","44513","46115"
"24.07.2019 02:30 - 24.07.2019 02:45","44771","46482"
"24.07.2019 02:45 - 24.07.2019 03:00","45174","46835"
"24.07.2019 03:00 - 24.07.2019 03:15","46258","47985"
"24.07.2019 03:15 - 24.07.2019 03:30","46601","48392"
"24.07.2019 03:30 - 24.07.2019 03:45","47468","49221"
"24.07.2019 03:45 - 24.07.2019 04:00","48523","49969"
"24.07.2019 04:00 - 24.07.2019 04:15","51303","52230"
"24.07.2019 04:15 - 24.07.2019 04:30","53179","54227"
"24.07.2019 04:30 - 24.07.2019 04:45","54703","55579"
"24.07.2019 04:45 - 24.07.2019 05:00","56152","57003"
"24.07.2019 05:00 - 24.07.2019 05:15","57851","58788"
"24.07.2019 05:15 - 24.07.2019 05:30","59009","60039"
"24.07.2019 05:30 - 24.07.2019 05:45","60142","61062"
"24.07.2019 05:45 - 24.07.2019 06:00","60978","62052"
"24.07.2019 06:00 - 24.07.2019 06:15","61887","62846"
"24.07.2019 06:15 - 24.07.2019 06:30","62486","63646"
"24.07.2019 06:30 - 24.07.2019 06:45","62848","64070"
"24.07.2019 06:45 - 24.07.2019 07:00","63271","64510"
"24.07.2019 07:00 - 24.07.2019 07:15","63169","64386"
"24.07.2019 07:15 - 24.07.2019 07:30","63543","64822"
"24.07.2019 07:30 - 24.07.2019 07:45","64284","65466"
"24.07.2019 07:45 - 24.07.2019 08:00","64708","66145"
"24.07.2019 08:00 - 24.07.2019 08:15","65012","66493"
"24.07.2019 08:15 - 24.07.2019 08:30","65382","66852"
"24.07.2019 08:30 - 24.07.2019 08:45","65716","67272"
"24.07.2019 08:45 - 24.07.2019 09:00","66102","67845"
"24.07.2019 09:00 - 24.07.2019 09:15","66617","68000"
"24.07.2019 09:15 - 24.07.2019 09:30","66871","68441"
"24.07.2019 09:30 - 24.07.2019 09:45","67167","68704"
"24.07.2019 09:45 - 24.07.2019 10:00","67362","68843"
"24.07.2019 10:00 - 24.07.2019 10:15","67040","67865"
"24.07.2019 10:15 - 24.07.2019 10:30","66736","67719"
"24.07.2019 10:30 - 24.07.2019 10:45","66642","67811"
"24.07.2019 10:45 - 24.07.2019 11:00","66790","67840"
"24.07.2019 11:00 - 24.07.2019 11:15","66611","67570"
"24.07.2019 11:15 - 24.07.2019 11:30","66442","67231"
"24.07.2019 11:30 - 24.07.2019 11:45","66025","66920"
"24.07.2019 11:45 - 24.07.2019 12:00","65614","66586"
"24.07.2019 12:00 - 24.07.2019 12:15","65410","66573"
"24.07.2019 12:15 - 24.07.2019 12:30","65354","66556"
"24.07.2019 12:30 - 24.07.2019 12:45","65252","66312"
"24.07.2019 12:45 - 24.07.2019 13:00","64991","66011"
"24.07.2019 13:00 - 24.07.2019 13:15","64794","65943"
"24.07.2019 13:15 - 24.07.2019 13:30","64240","65371"
"24.07.2019 13:30 - 24.07.2019 13:45","63918","65028"
"24.07.2019 13:45 - 24.07.2019 14:00","63520","64606"
"24.07.2019 14:00 - 24.07.2019 14:15","63338","64489"
"24.07.2019 14:15 - 24.07.2019 14:30","62879","63950"
"24.07.2019 14:30 - 24.07.2019 14:45","62884","63733"
"24.07.2019 14:45 - 24.07.2019 15:00","62648","63505"
"24.07.2019 15:00 - 24.07.2019 15:15","62605","63499"
"24.07.2019 15:15 - 24.07.2019 15:30","62475","63239"
"24.07.2019 15:30 - 24.07.2019 15:45","62321","63193"
"24.07.2019 15:45 - 24.07.2019 16:00","62145","63279"
"24.07.2019 16:00 - 24.07.2019 16:15","61840","63175"
"24.07.2019 16:15 - 24.07.2019 16:30","61807","62812"
"24.07.2019 16:30 - 24.07.2019 16:45","61545","62996"
"24.07.2019 16:45 - 24.07.2019 17:00","61314","62989"
"24.07.2019 17:00 - 24.07.2019 17:15","61148","62876"
"24.07.2019 17:15 - 24.07.2019 17:30","60610","62454"
"24.07.2019 17:30 - 24.07.2019 17:45","60353","62000"
"24.07.2019 17:45 - 24.07.2019 18:00","60089","61887"
"24.07.2019 18:00 - 24.07.2019 18:15","59186","61174"
"24.07.2019 18:15 - 24.07.2019 18:30","58388","60542"
"24.07.2019 18:30 - 24.07.2019 18:45","57690","59817"
"24.07.2019 18:45 - 24.07.2019 19:00","57096","58973"
"24.07.2019 19:00 - 24.07.2019 19:15","56595","58594"
"24.07.2019 19:15 - 24.07.2019 19:30","56142","58230"
"24.07.2019 19:30 - 24.07.2019 19:45","55808","57973"
"24.07.2019 19:45 - 24.07.2019 20:00","55333","57822"
"24.07.2019 20:00 - 24.07.2019 20:15","55001","57267"
"24.07.2019 20:15 - 24.07.2019 20:30","54116","56581"
"24.07.2019 20:30 - 24.07.2019 20:45","52976","55358"
"24.07.2019 20:45 - 24.07.2019 21:00","51993","54408"
"24.07.2019 21:00 - 24.07.2019 21:15","50788","53311"
"24.07.2019 21:15 - 24.07.2019 21:30","49952","52590"
"24.07.2019 21:30 - 24.07.2019 21:45","49221","51695"
"24.07.2019 21:45 - 24.07.2019 22:00","48413","51435"
"24.07.2019 22:00 - 24.07.2019 22:15","48301","50275"
"24.07.2019 22:15 - 24.07.2019 22:30","47770","49782"
"24.07.2019 22:30 - 24.07.2019 22:45","47266","49401"
"24.07.2019 22:45 - 24.07.2019 23:00","46934","48987"
"24.07.2019 23:00 - 24.07.2019 23:15","46893","48504"
"24.07.2019 23:15 - 24.07.2019 23:30","46140","48206"
"24.07.2019 23:30 - 24.07.2019 23:45","45536","47869"
"24.07.2019 23:45 - 25.07.2019 00:00","45779","47584"
"25.07.2019 00:00 - 25.07.2019 00:15","44775","47309"
"25.07.2019 00:15 - 25.07.2019 00:30","44800","47078"
"25.07.2019 00:30 - 25.07.2019 00:45","44714","46906"
"25.07.2019 00:45 - 25.07.2019 01:00","44675","46736"
"25.07.2019 01:00 - 25.07.2019 01:15","44654","46797"
"25.07.2019 01:15 - 25.07.2019 01:30","44617","46668"
"25.07.2019 01:30 - 25.07.2019 01:45","44622","46490"
"25.07.2019 01:45 - 25.07.2019 02:00","44649","46410"
"25.07.2019 02:00 - 25.07.2019 02:15","44855","46771"
"25.07.2019 02:15 - 25.07.2019 02:30","45043","46987"
"25.07.2019 02:30 - 25.07.2019 02:45","45263","47302"
"25.07.2019 02:45 - 25.07.2019 03:00","45689","47821"
"25.07.2019 03:00 - 25.07.2019 03:15","46924","49016"
"25.07.2019 03:15 - 25.07.2019 03:30","47400","49544"
"25.07.2019 03:30 - 25.07.2019 03:45","48194","49683"
"25.07.2019 03:45 - 25.07.2019 04:00","49484","50576"
"25.07.2019 04:00 - 25.07.2019 04:15","52304","52689"
"25.07.2019 04:15 - 25.07.2019 04:30","54243","54356"
"25.07.2019 04:30 - 25.07.2019 04:45","55750","55736"
"25.07.2019 04:45 - 25.07.2019 05:00","57147","57085"
"25.07.2019 05:00 - 25.07.2019 05:15","58941","58682"
"25.07.2019 05:15 - 25.07.2019 05:30","60046","59898"
"25.07.2019 05:30 - 25.07.2019 05:45","60506","61315"
"25.07.2019 05:45 - 25.07.2019 06:00","61483","62360"
"25.07.2019 06:00 - 25.07.2019 06:15","62323","63107"
"25.07.2019 06:15 - 25.07.2019 06:30","62785","63610"
"25.07.2019 06:30 - 25.07.2019 06:45","63137","64224"
"25.07.2019 06:45 - 25.07.2019 07:00","63593","64886"
"25.07.2019 07:00 - 25.07.2019 07:15","63490","64721"
"25.07.2019 07:15 - 25.07.2019 07:30","63897","65123"
"25.07.2019 07:30 - 25.07.2019 07:45","64789","65736"
"25.07.2019 07:45 - 25.07.2019 08:00","65064","66462"
"25.07.2019 08:00 - 25.07.2019 08:15","65112","66953"
"25.07.2019 08:15 - 25.07.2019 08:30","65645","67244"
"25.07.2019 08:30 - 25.07.2019 08:45","66010","67833"
"25.07.2019 08:45 - 25.07.2019 09:00","66410","68131"
"25.07.2019 09:00 - 25.07.2019 09:15","66666","68402"
"25.07.2019 09:15 - 25.07.2019 09:30","67126","68572"
"25.07.2019 09:30 - 25.07.2019 09:45","67225","69198"
"25.07.2019 09:45 - 25.07.2019 10:00","67363","69505"
"25.07.2019 10:00 - 25.07.2019 10:15","67197","68365"
"25.07.2019 10:15 - 25.07.2019 10:30","67189","67979"
"25.07.2019 10:30 - 25.07.2019 10:45","67136","68247"
"25.07.2019 10:45 - 25.07.2019 11:00","67338","68402"
"25.07.2019 11:00 - 25.07.2019 11:15","67090","68168"
"25.07.2019 11:15 - 25.07.2019 11:30","66769","67863"
"25.07.2019 11:30 - 25.07.2019 11:45","66729","67687"
"25.07.2019 11:45 - 25.07.2019 12:00","66232","67165"
"25.07.2019 12:00 - 25.07.2019 12:15","65883","66806"
"25.07.2019 12:15 - 25.07.2019 12:30","65922","66793"
"25.07.2019 12:30 - 25.07.2019 12:45","65877","66578"
"25.07.2019 12:45 - 25.07.2019 13:00","65534","66333"
"25.07.2019 13:00 - 25.07.2019 13:15","65586","66381"
"25.07.2019 13:15 - 25.07.2019 13:30","65158","65972"
"25.07.2019 13:30 - 25.07.2019 13:45","64812","65365"
"25.07.2019 13:45 - 25.07.2019 14:00","64474","64951"
"25.07.2019 14:00 - 25.07.2019 14:15","64367","64828"
"25.07.2019 14:15 - 25.07.2019 14:30","64042","64467"
"25.07.2019 14:30 - 25.07.2019 14:45","63622","63979"
"25.07.2019 14:45 - 25.07.2019 15:00","63305","64029"
"25.07.2019 15:00 - 25.07.2019 15:15","63374","64274"
"25.07.2019 15:15 - 25.07.2019 15:30","63262","63628"
"25.07.2019 15:30 - 25.07.2019 15:45","63193","63977"
"25.07.2019 15:45 - 25.07.2019 16:00","63085","63856"
"25.07.2019 16:00 - 25.07.2019 16:15","62696","63946"
"25.07.2019 16:15 - 25.07.2019 16:30","62435","63566"
"25.07.2019 16:30 - 25.07.2019 16:45","62371","63638"
"25.07.2019 16:45 - 25.07.2019 17:00","62140","63665"
"25.07.2019 17:00 - 25.07.2019 17:15","61864","63225"
"25.07.2019 17:15 - 25.07.2019 17:30","61222","62942"
"25.07.2019 17:30 - 25.07.2019 17:45","60834","62764"
"25.07.2019 17:45 - 25.07.2019 18:00","60608","62540"
"25.07.2019 18:00 - 25.07.2019 18:15","59728","62076"
"25.07.2019 18:15 - 25.07.2019 18:30","58930","61403"
"25.07.2019 18:30 - 25.07.2019 18:45","58152","60891"
"25.07.2019 18:45 - 25.07.2019 19:00","57674","60389"
"25.07.2019 19:00 - 25.07.2019 19:15","57017","59675"
"25.07.2019 19:15 - 25.07.2019 19:30","56755","59479"
"25.07.2019 19:30 - 25.07.2019 19:45","56313","59311"
"25.07.2019 19:45 - 25.07.2019 20:00","55897","58863"
"25.07.2019 20:00 - 25.07.2019 20:15","55453","58040"
"25.07.2019 20:15 - 25.07.2019 20:30","54525","57033"
"25.07.2019 20:30 - 25.07.2019 20:45","53473","55975"
"25.07.2019 20:45 - 25.07.2019 21:00","52499","55530"
"25.07.2019 21:00 - 25.07.2019 21:15","51353","54549"
"25.07.2019 21:15 - 25.07.2019 21:30","50519","53724"
"25.07.2019 21:30 - 25.07.2019 21:45","49725","52697"
"25.07.2019 21:45 - 25.07.2019 22:00","49040","51857"
"25.07.2019 22:00 - 25.07.2019 22:15","49462","50803"
"25.07.2019 22:15 - 25.07.2019 22:30","48826","50112"
"25.07.2019 22:30 - 25.07.2019 22:45","48406","49765"
"25.07.2019 22:45 - 25.07.2019 23:00","48065","49138"
"25.07.2019 23:00 - 25.07.2019 23:15","47852","48532"
"25.07.2019 23:15 - 25.07.2019 23:30","47128","48181"
"25.07.2019 23:30 - 25.07.2019 23:45","46619","47866"
"25.07.2019 23:45 - 26.07.2019 00:00","46944","47580"
"26.07.2019 00:00 - 26.07.2019 00:15","45948","47443"
"26.07.2019 00:15 - 26.07.2019 00:30","45781","47167"
"26.07.2019 00:30 - 26.07.2019 00:45","45686","46995"
"26.07.2019 00:45 - 26.07.2019 01:00","45753","46835"
"26.07.2019 01:00 - 26.07.2019 01:15","45680","47097"
"26.07.2019 01:15 - 26.07.2019 01:30","45734","46931"
"26.07.2019 01:30 - 26.07.2019 01:45","45683","46876"
"26.07.2019 01:45 - 26.07.2019 02:00","45787","47059"
"26.07.2019 02:00 - 26.07.2019 02:15","46027","47435"
"26.07.2019 02:15 - 26.07.2019 02:30","46273","47700"
"26.07.2019 02:30 - 26.07.2019 02:45","46400","47865"
"26.07.2019 02:45 - 26.07.2019 03:00","46786","48483"
"26.07.2019 03:00 - 26.07.2019 03:15","47877","49357"
"26.07.2019 03:15 - 26.07.2019 03:30","48285","50011"
"26.07.2019 03:30 - 26.07.2019 03:45","48901","50283"
"26.07.2019 03:45 - 26.07.2019 04:00","50019","51376"
"26.07.2019 04:00 - 26.07.2019 04:15","52912","53696"
"26.07.2019 04:15 - 26.07.2019 04:30","54789","55444"
"26.07.2019 04:30 - 26.07.2019 04:45","56173","56738"
"26.07.2019 04:45 - 26.07.2019 05:00","57514","57962"
"26.07.2019 05:00 - 26.07.2019 05:15","59184","59891"
"26.07.2019 05:15 - 26.07.2019 05:30","60312","60942"
"26.07.2019 05:30 - 26.07.2019 05:45","61440","62010"
"26.07.2019 05:45 - 26.07.2019 06:00","62309","62991"
"26.07.2019 06:00 - 26.07.2019 06:15","63301","63878"
"26.07.2019 06:15 - 26.07.2019 06:30","63668","64435"
"26.07.2019 06:30 - 26.07.2019 06:45","63957","64656"
"26.07.2019 06:45 - 26.07.2019 07:00","64445","65183"
"26.07.2019 07:00 - 26.07.2019 07:15","64462","65174"
"26.07.2019 07:15 - 26.07.2019 07:30","64746","65704"
"26.07.2019 07:30 - 26.07.2019 07:45","65482","66394"
"26.07.2019 07:45 - 26.07.2019 08:00","65901","67000"
"26.07.2019 08:00 - 26.07.2019 08:15","66168","67174"
"26.07.2019 08:15 - 26.07.2019 08:30","66722","67268"
"26.07.2019 08:30 - 26.07.2019 08:45","67046","67654"
"26.07.2019 08:45 - 26.07.2019 09:00","67196","68209"
"26.07.2019 09:00 - 26.07.2019 09:15","67482","68134"
"26.07.2019 09:15 - 26.07.2019 09:30","67935","68389"
"26.07.2019 09:30 - 26.07.2019 09:45","68266","68561"
"26.07.2019 09:45 - 26.07.2019 10:00","68430","68585"
"26.07.2019 10:00 - 26.07.2019 10:15","68097","67945"
"26.07.2019 10:15 - 26.07.2019 10:30","67746","67463"
"26.07.2019 10:30 - 26.07.2019 10:45","67617","67432"
"26.07.2019 10:45 - 26.07.2019 11:00","67573","67259"
"26.07.2019 11:00 - 26.07.2019 11:15","67253","66528"
"26.07.2019 11:15 - 26.07.2019 11:30","66891","66255"
"26.07.2019 11:30 - 26.07.2019 11:45","66485","66059"
"26.07.2019 11:45 - 26.07.2019 12:00","65873","65451"
"26.07.2019 12:00 - 26.07.2019 12:15","65537","65069"
"26.07.2019 12:15 - 26.07.2019 12:30","65294","65028"
"26.07.2019 12:30 - 26.07.2019 12:45","65237","64801"
"26.07.2019 12:45 - 26.07.2019 13:00","64977","64560"
"26.07.2019 13:00 - 26.07.2019 13:15","64758","64112"
"26.07.2019 13:15 - 26.07.2019 13:30","64386","63788"
"26.07.2019 13:30 - 26.07.2019 13:45","64079","63601"
"26.07.2019 13:45 - 26.07.2019 14:00","63808","62858"
"26.07.2019 14:00 - 26.07.2019 14:15","63705","62933"
"26.07.2019 14:15 - 26.07.2019 14:30","63180","63155"
"26.07.2019 14:30 - 26.07.2019 14:45","62803","62881"
"26.07.2019 14:45 - 26.07.2019 15:00","62479","62752"
"26.07.2019 15:00 - 26.07.2019 15:15","62475","63191"
"26.07.2019 15:15 - 26.07.2019 15:30","62375","63186"
"26.07.2019 15:30 - 26.07.2019 15:45","62059","63128"
"26.07.2019 15:45 - 26.07.2019 16:00","61880","62865"
"26.07.2019 16:00 - 26.07.2019 16:15","61412","63253"
"26.07.2019 16:15 - 26.07.2019 16:30","61269","62592"
"26.07.2019 16:30 - 26.07.2019 16:45","60840","62460"
"26.07.2019 16:45 - 26.07.2019 17:00","60603","61998"
"26.07.2019 17:00 - 26.07.2019 17:15","60310","61747"
"26.07.2019 17:15 - 26.07.2019 17:30","59647","61433"
"26.07.2019 17:30 - 26.07.2019 17:45","59152","61325"
"26.07.2019 17:45 - 26.07.2019 18:00","58831","60900"
"26.07.2019 18:00 - 26.07.2019 18:15","57856","60016"
"26.07.2019 18:15 - 26.07.2019 18:30","57161","59189"
"26.07.2019 18:30 - 26.07.2019 18:45","56383","58230"
"26.07.2019 18:45 - 26.07.2019 19:00","55715","57535"
"26.07.2019 19:00 - 26.07.2019 19:15","55286","56807"
"26.07.2019 19:15 - 26.07.2019 19:30","54980","56567"
"26.07.2019 19:30 - 26.07.2019 19:45","54762","56642"
"26.07.2019 19:45 - 26.07.2019 20:00","54367","55847"
"26.07.2019 20:00 - 26.07.2019 20:15","54234","55531"
"26.07.2019 20:15 - 26.07.2019 20:30","53274","55139"
"26.07.2019 20:30 - 26.07.2019 20:45","52319","53806"
"26.07.2019 20:45 - 26.07.2019 21:00","51565","52600"
"26.07.2019 21:00 - 26.07.2019 21:15","50536","51649"
"26.07.2019 21:15 - 26.07.2019 21:30","49872","50759"
"26.07.2019 21:30 - 26.07.2019 21:45","49114","49579"
"26.07.2019 21:45 - 26.07.2019 22:00","48446","48868"
"26.07.2019 22:00 - 26.07.2019 22:15","49249","48204"
"26.07.2019 22:15 - 26.07.2019 22:30","48489","47186"
