"MTU (UTC)","Generation - Solar  [MW] Day Ahead/ BZN|FR","Generation - Solar  [MW] Intraday / BZN|FR","Generation - Solar  [MW] Current / BZN|FR","Generation - Wind Offshore  [MW] Day Ahead/ BZN|FR","Generation - Wind Offshore  [MW] Intraday / BZN|FR","Generation - Wind Offshore  [MW] Current / BZN|FR","Generation - Wind Onshore  [MW] Day Ahead/ BZN|FR","Generation - Wind Onshore  [MW] Intraday / BZN|FR","Generation - Wind Onshore  [MW] Current / BZN|FR"
"13.03.2020 16:00 - 13.03.2020 17:00","1529","1505","1519","n/e","n/e","n/e","3316","3025","2985"
"13.03.2020 17:00 - 13.03.2020 18:00","300","296","302","n/e","n/e","n/e","2806","2600","2562"
"13.03.2020 18:00 - 13.03.2020 19:00","0","0","0","n/e","n/e","n/e","2298","2175","2140"
"13.03.2020 19:00 - 13.03.2020 20:00","0","0","0","n/e","n/e","n/e","2188","2167","2134"
"13.03.2020 20:00 - 13.03.2020 21:00","0","0","0","n/e","n/e","n/e","2079","2161","2129"
"13.03.2020 21:00 - 13.03.2020 22:00","0","0","0","n/e","n/e","n/e","1970","2155","2124"
"13.03.2020 22:00 - 13.03.2020 23:00","0","0","0","n/e","n/e","n/e","1892","2133","2104"
"13.03.2020 23:00 - 14.03.2020 00:00","0","N/A","0","n/e","n/e","n/e","2224","N/A","2170"
"14.03.2020 00:00 - 14.03.2020 01:00","0","N/A","0","n/e","n/e","n/e","2175","N/A","2236"
"14.03.2020 01:00 - 14.03.2020 02:00","0","N/A","0","n/e","n/e","n/e","2224","N/A","2292"
"14.03.2020 02:00 - 14.03.2020 03:00","0","N/A","0","n/e","n/e","n/e","2276","N/A","2350"
"14.03.2020 03:00 - 14.03.2020 04:00","0","N/A","0","n/e","n/e","n/e","2327","N/A","2411"
"14.03.2020 04:00 - 14.03.2020 05:00","0","N/A","0","n/e","n/e","n/e","2440","N/A","2645"
"14.03.2020 05:00 - 14.03.2020 06:00","0","N/A","0","n/e","n/e","n/e","2556","N/A","2881"
"14.03.2020 06:00 - 14.03.2020 07:00","11","13","13","n/e","n/e","n/e","2675","3003","3003"
"14.03.2020 07:00 - 14.03.2020 08:00","722","760","760","n/e","n/e","n/e","2858","3211","3211"
"14.03.2020 08:00 - 14.03.2020 09:00","2275","2327","2327","n/e","n/e","n/e","3040","3429","3429"
"14.03.2020 09:00 - 14.03.2020 10:00","3662","3664","3607","n/e","n/e","n/e","3221","3651","3779"
"14.03.2020 10:00 - 14.03.2020 11:00","4507","4516","4563","n/e","n/e","n/e","3632","3910","4001"
"14.03.2020 11:00 - 14.03.2020 12:00","4983","4931","4989","n/e","n/e","n/e","4044","4172","4242"
"14.03.2020 12:00 - 14.03.2020 13:00","5057","4954","5077","n/e","n/e","n/e","4458","4436","4489"
"14.03.2020 13:00 - 14.03.2020 14:00","4824","4805","4774","n/e","n/e","n/e","4259","4139","4182"
"14.03.2020 14:00 - 14.03.2020 15:00","4237","4131","4065","n/e","n/e","n/e","4059","3843","3879"
"14.03.2020 15:00 - 14.03.2020 16:00","3223","3132","3116","n/e","n/e","n/e","3859","3548","3579"
"14.03.2020 16:00 - 14.03.2020 17:00","1784","1771","1715","n/e","n/e","n/e","3675","3337","3363"
"14.03.2020 17:00 - 14.03.2020 18:00","383","386","373","n/e","n/e","n/e","3492","3127","3149"
"14.03.2020 18:00 - 14.03.2020 19:00","0","0","0","n/e","n/e","n/e","3309","2916","2937"
"14.03.2020 19:00 - 14.03.2020 20:00","0","0","0","n/e","n/e","n/e","3630","3131","3150"
"14.03.2020 20:00 - 14.03.2020 21:00","0","0","0","n/e","n/e","n/e","3951","3346","3363"
"14.03.2020 21:00 - 14.03.2020 22:00","0","0","0","n/e","n/e","n/e","4273","3561","3576"
"14.03.2020 22:00 - 14.03.2020 23:00","0","0","0","n/e","n/e","n/e","4231","3493","3507"
"14.03.2020 23:00 - 15.03.2020 00:00","0","N/A","0","n/e","n/e","n/e","3467","N/A","3539"
"15.03.2020 00:00 - 15.03.2020 01:00","0","N/A","0","n/e","n/e","n/e","3382","N/A","3438"
"15.03.2020 01:00 - 15.03.2020 02:00","0","N/A","0","n/e","n/e","n/e","3359","N/A","3393"
"15.03.2020 02:00 - 15.03.2020 03:00","0","N/A","0","n/e","n/e","n/e","3336","N/A","3349"
"15.03.2020 03:00 - 15.03.2020 04:00","0","N/A","0","n/e","n/e","n/e","3318","N/A","3308"
"15.03.2020 04:00 - 15.03.2020 05:00","0","N/A","0","n/e","n/e","n/e","3620","N/A","3653"
"15.03.2020 05:00 - 15.03.2020 06:00","0","N/A","0","n/e","n/e","n/e","3925","N/A","4003"
"15.03.2020 06:00 - 15.03.2020 07:00","18","18","18","n/e","n/e","n/e","4230","4734","4734"
"15.03.2020 07:00 - 15.03.2020 08:00","810","831","831","n/e","n/e","n/e","4387","4810","4810"
"15.03.2020 08:00 - 15.03.2020 09:00","2484","2553","2553","n/e","n/e","n/e","4546","4905","4905"
"15.03.2020 09:00 - 15.03.2020 10:00","3985","4158","4018","n/e","n/e","n/e","4705","5008","5033"
"15.03.2020 10:00 - 15.03.2020 11:00","5006","5096","5107","n/e","n/e","n/e","5222","5312","5324"
"15.03.2020 11:00 - 15.03.2020 12:00","5473","5621","5668","n/e","n/e","n/e","5739","5619","5627"
"15.03.2020 12:00 - 15.03.2020 13:00","5515","5743","5762","n/e","n/e","n/e","6255","5930","5935"
"15.03.2020 13:00 - 15.03.2020 14:00","5272","5466","5365","n/e","n/e","n/e","5925","5644","5646"
"15.03.2020 14:00 - 15.03.2020 15:00","4563","4775","4625","n/e","n/e","n/e","5595","5360","5361"
"15.03.2020 15:00 - 15.03.2020 16:00","3319","3510","3384","n/e","n/e","n/e","5266","5078","5077"
"15.03.2020 16:00 - 15.03.2020 17:00","1748","1864","1800","n/e","n/e","n/e","4700","4647","4643"
"15.03.2020 17:00 - 15.03.2020 18:00","346","382","374","n/e","n/e","n/e","4135","4214","4210"
"15.03.2020 18:00 - 15.03.2020 19:00","0","0","0","n/e","n/e","n/e","3569","3783","3778"
"15.03.2020 19:00 - 15.03.2020 20:00","0","0","0","n/e","n/e","n/e","3665","3981","3976"
"15.03.2020 20:00 - 15.03.2020 21:00","0","0","0","n/e","n/e","n/e","3762","4179","4174"
"15.03.2020 21:00 - 15.03.2020 22:00","0","0","0","n/e","n/e","n/e","3858","4378","4372"
"15.03.2020 22:00 - 15.03.2020 23:00","0","0","0","n/e","n/e","n/e","3634","4140","4134"
"15.03.2020 23:00 - 16.03.2020 00:00","0","N/A","0","n/e","n/e","n/e","3509","N/A","3578"
"16.03.2020 00:00 - 16.03.2020 01:00","0","N/A","0","n/e","n/e","n/e","3274","N/A","3372"
"16.03.2020 01:00 - 16.03.2020 02:00","0","N/A","0","n/e","n/e","n/e","3154","N/A","3239"
"16.03.2020 02:00 - 16.03.2020 03:00","0","N/A","0","n/e","n/e","n/e","3038","N/A","3104"
"16.03.2020 03:00 - 16.03.2020 04:00","0","N/A","0","n/e","n/e","n/e","2925","N/A","2968"
"16.03.2020 04:00 - 16.03.2020 05:00","0","N/A","0","n/e","n/e","n/e","2869","N/A","2869"
"16.03.2020 05:00 - 16.03.2020 06:00","0","N/A","0","n/e","n/e","n/e","2815","N/A","2772"
"16.03.2020 06:00 - 16.03.2020 07:00","19","21","21","n/e","n/e","n/e","2764","3058","3058"
"16.03.2020 07:00 - 16.03.2020 08:00","563","614","614","n/e","n/e","n/e","2623","2819","2819"
"16.03.2020 08:00 - 16.03.2020 09:00","1711","1749","1749","n/e","n/e","n/e","2485","2591","2591"
"16.03.2020 09:00 - 16.03.2020 10:00","2779","2810","2643","n/e","n/e","n/e","2347","2368","2569"
"16.03.2020 10:00 - 16.03.2020 11:00","3588","3595","3292","n/e","n/e","n/e","2331","2315","2463"
"16.03.2020 11:00 - 16.03.2020 12:00","4037","3952","3610","n/e","n/e","n/e","2317","2266","2382"
"16.03.2020 12:00 - 16.03.2020 13:00","4039","3976","3674","n/e","n/e","n/e","2305","2221","2313"
"16.03.2020 13:00 - 16.03.2020 14:00","3745","3724","3652","n/e","n/e","n/e","2198","2110","2189"
"16.03.2020 14:00 - 16.03.2020 15:00","3106","2975","3088","n/e","n/e","n/e","2092","2003","2072"
"16.03.2020 15:00 - 16.03.2020 16:00","2274","2161","2215","n/e","n/e","n/e","1985","1899","1959"
"16.03.2020 16:00 - 16.03.2020 17:00","1216","1149","1183","n/e","n/e","n/e","1801","1749","1800"
"16.03.2020 17:00 - 16.03.2020 18:00","282","277","266","n/e","n/e","n/e","1617","1600","1646"
"16.03.2020 18:00 - 16.03.2020 19:00","0","0","0","n/e","n/e","n/e","1436","1452","1495"
"16.03.2020 19:00 - 16.03.2020 20:00","0","0","0","n/e","n/e","n/e","1442","1432","1473"
"16.03.2020 20:00 - 16.03.2020 21:00","0","0","0","n/e","n/e","n/e","1453","1414","1451"
"16.03.2020 21:00 - 16.03.2020 22:00","0","0","0","n/e","n/e","n/e","1466","1396","1429"
"16.03.2020 22:00 - 16.03.2020 23:00","0","0","0","n/e","n/e","n/e","1532","1371","1403"
"16.03.2020 23:00 - 17.03.2020 00:00","0","N/A","0","n/e","n/e","n/e","1451","N/A","1449"
"17.03.2020 00:00 - 17.03.2020 01:00","0","N/A","0","n/e","n/e","n/e","1401","N/A","1398"
"17.03.2020 01:00 - 17.03.2020 02:00","0","N/A","0","n/e","n/e","n/e","1328","N/A","1323"
"17.03.2020 02:00 - 17.03.2020 03:00","0","N/A","0","n/e","n/e","n/e","1256","N/A","1249"
"17.03.2020 03:00 - 17.03.2020 04:00","0","N/A","0","n/e","n/e","n/e","1185","N/A","1179"
"17.03.2020 04:00 - 17.03.2020 05:00","0","N/A","0","n/e","n/e","n/e","1108","N/A","1101"
"17.03.2020 05:00 - 17.03.2020 06:00","0","N/A","0","n/e","n/e","n/e","1032","N/A","1025"
"17.03.2020 06:00 - 17.03.2020 07:00","20","22","22","n/e","n/e","n/e","956","1103","1103"
"17.03.2020 07:00 - 17.03.2020 08:00","647","675","675","n/e","n/e","n/e","919","1021","1021"
"17.03.2020 08:00 - 17.03.2020 09:00","1899","2021","2021","n/e","n/e","n/e","881","960","960"
"17.03.2020 09:00 - 17.03.2020 10:00","2953","3302","3161","n/e","n/e","n/e","843","908","1043"
"17.03.2020 10:00 - 17.03.2020 11:00","3979","4151","4126","n/e","n/e","n/e","807","857","954"
"17.03.2020 11:00 - 17.03.2020 12:00","4665","4616","4611","n/e","n/e","n/e","773","813","888"
"17.03.2020 12:00 - 17.03.2020 13:00","4854","4866","4808","n/e","n/e","n/e","741","777","835"
"17.03.2020 13:00 - 17.03.2020 14:00","4772","4725","4573","n/e","n/e","n/e","714","741","788"
"17.03.2020 14:00 - 17.03.2020 15:00","4038","4056","4042","n/e","n/e","n/e","687","710","747"
"17.03.2020 15:00 - 17.03.2020 16:00","3053","3087","3122","n/e","n/e","n/e","659","680","710"
"17.03.2020 16:00 - 17.03.2020 17:00","1770","1850","1810","n/e","n/e","n/e","635","654","678"
"17.03.2020 17:00 - 17.03.2020 18:00","429","453","448","n/e","n/e","n/e","611","629","650"
"17.03.2020 18:00 - 17.03.2020 19:00","0","0","0","n/e","n/e","n/e","588","605","624"
"17.03.2020 19:00 - 17.03.2020 20:00","0","0","0","n/e","n/e","n/e","671","688","706"
"17.03.2020 20:00 - 17.03.2020 21:00","0","0","0","n/e","n/e","n/e","755","772","788"
"17.03.2020 21:00 - 17.03.2020 22:00","0","0","0","n/e","n/e","n/e","840","856","872"
"17.03.2020 22:00 - 17.03.2020 23:00","0","0","0","n/e","n/e","n/e","938","952","966"
"17.03.2020 23:00 - 18.03.2020 00:00","0","N/A","0","n/e","n/e","n/e","1042","N/A","1044"
"18.03.2020 00:00 - 18.03.2020 01:00","0","N/A","0","n/e","n/e","n/e","1139","N/A","1140"
"18.03.2020 01:00 - 18.03.2020 02:00","0","N/A","0","n/e","n/e","n/e","N/A","N/A",""
"18.03.2020 02:00 - 18.03.2020 03:00","0","N/A","0","n/e","n/e","n/e","N/A","N/A",""
"18.03.2020 03:00 - 18.03.2020 04:00","0","N/A","0","n/e","n/e","n/e","N/A","N/A",""
"18.03.2020 04:00 - 18.03.2020 05:00","0","N/A","0","n/e","n/e","n/e","N/A","N/A",""
"18.03.2020 05:00 - 18.03.2020 06:00","0","N/A","0","n/e","n/e","n/e","N/A","N/A",""
"18.03.2020 06:00 - 18.03.2020 07:00","39","39","39","n/e","n/e","n/e","N/A","888","888"
"18.03.2020 07:00 - 18.03.2020 08:00","962","985","985","n/e","n/e","n/e","N/A","838","838"
"18.03.2020 08:00 - 18.03.2020 09:00","2645","2836","2836","n/e","n/e","n/e","N/A","793","793"
"18.03.2020 09:00 - 18.03.2020 10:00","4139","4458","4417","n/e","n/e","n/e","N/A","752","849"
"18.03.2020 10:00 - 18.03.2020 11:00","5189","5591","5513","n/e","n/e","n/e","N/A","688","759"
"18.03.2020 11:00 - 18.03.2020 12:00","5964","6192","6134","n/e","n/e","n/e","N/A","627","682"
"18.03.2020 12:00 - 18.03.2020 13:00","6161","6223","6161","n/e","n/e","n/e","N/A","568","612"
"18.03.2020 13:00 - 18.03.2020 14:00","5940","5933","5855","n/e","n/e","n/e","N/A","591","627"
"18.03.2020 14:00 - 18.03.2020 15:00","5084","5139","5124","n/e","n/e","n/e","N/A","616","648"
"18.03.2020 15:00 - 18.03.2020 16:00","3819","3855","3848","n/e","n/e","n/e","N/A","642","671"
"18.03.2020 16:00 - 18.03.2020 17:00","2131","2124","2132","n/e","n/e","n/e","N/A","585","611"
"18.03.2020 17:00 - 18.03.2020 18:00","519","520","524","n/e","n/e","n/e","N/A","528","552"
"18.03.2020 18:00 - 18.03.2020 19:00","0","0","0","n/e","n/e","n/e","N/A","472","494"
"18.03.2020 19:00 - 18.03.2020 20:00","0","0","0","n/e","n/e","n/e","N/A","544","565"
"18.03.2020 20:00 - 18.03.2020 21:00","0","0","0","n/e","n/e","n/e","N/A","616","635"
"18.03.2020 21:00 - 18.03.2020 22:00","0","0","0","n/e","n/e","n/e","N/A","689","706"
"18.03.2020 22:00 - 18.03.2020 23:00","0","0","0","n/e","n/e","n/e","N/A","684","701"
"18.03.2020 23:00 - 19.03.2020 00:00","0","N/A","0","n/e","n/e","n/e","723","N/A","815"
"19.03.2020 00:00 - 19.03.2020 01:00","0","N/A","0","n/e","n/e","n/e","735","N/A","842"
"19.03.2020 01:00 - 19.03.2020 02:00","0","N/A","0","n/e","n/e","n/e","786","N/A","894"
"19.03.2020 02:00 - 19.03.2020 03:00","0","N/A","0","n/e","n/e","n/e","837","N/A","947"
"19.03.2020 03:00 - 19.03.2020 04:00","0","N/A","0","n/e","n/e","n/e","889","N/A","1001"
"19.03.2020 04:00 - 19.03.2020 05:00","0","N/A","0","n/e","n/e","n/e","941","N/A","1077"
"19.03.2020 05:00 - 19.03.2020 06:00","0","N/A","0","n/e","n/e","n/e","994","N/A","1154"
"19.03.2020 06:00 - 19.03.2020 07:00","45","48","48","n/e","n/e","n/e","1048","1303","1303"
"19.03.2020 07:00 - 19.03.2020 08:00","1007","1049","1049","n/e","n/e","n/e","1039","1272","1272"
"19.03.2020 08:00 - 19.03.2020 09:00","2791","2930","2930","n/e","n/e","n/e","1032","1259","1259"
"19.03.2020 09:00 - 19.03.2020 10:00","4435","4582","4636","n/e","n/e","n/e","1026","1252","1376"
"19.03.2020 10:00 - 19.03.2020 11:00","5538","5698","5735","n/e","n/e","n/e","1053","1178","1268"
"19.03.2020 11:00 - 19.03.2020 12:00","6051","6262","6271","n/e","n/e","n/e","1080","1107","1178"
"19.03.2020 12:00 - 19.03.2020 13:00","6121","6323","6381","n/e","n/e","n/e","1108","1040","1096"
"19.03.2020 13:00 - 19.03.2020 14:00","5743","5876","5979","n/e","n/e","n/e","1207","1050","1096"
"19.03.2020 14:00 - 19.03.2020 15:00","4918","5027","5150","n/e","n/e","n/e","1306","1062","1100"
"19.03.2020 15:00 - 19.03.2020 16:00","3666","3717","3870","n/e","n/e","n/e","1405","1076","1107"
"19.03.2020 16:00 - 19.03.2020 17:00","2044","2090","2131","n/e","n/e","n/e","1682","1298","1325"
"19.03.2020 17:00 - 19.03.2020 18:00","516","525","534","n/e","n/e","n/e","1960","1521","1545"
"19.03.2020 18:00 - 19.03.2020 19:00","0","0","0","n/e","n/e","n/e","2238","1745","1766"
"19.03.2020 19:00 - 19.03.2020 20:00","0","0","0","n/e","n/e","n/e","2556","2194","2214"
"19.03.2020 20:00 - 19.03.2020 21:00","0","0","0","n/e","n/e","n/e","2874","2643","2661"
"19.03.2020 21:00 - 19.03.2020 22:00","0","0","0","n/e","n/e","n/e","3193","3092","3108"
"19.03.2020 22:00 - 19.03.2020 23:00","0","0","0","n/e","n/e","n/e","3170","3020","3036"
"19.03.2020 23:00 - 20.03.2020 00:00","0","N/A","0","n/e","n/e","n/e","2933","N/A","3111"
"20.03.2020 00:00 - 20.03.2020 01:00","0","N/A","0","n/e","n/e","n/e","2886","N/A","3136"
"20.03.2020 01:00 - 20.03.2020 02:00","0","N/A","0","n/e","n/e","n/e","2781","N/A","2931"
"20.03.2020 02:00 - 20.03.2020 03:00","0","N/A","0","n/e","n/e","n/e","2677","N/A","2727"
"20.03.2020 03:00 - 20.03.2020 04:00","0","N/A","0","n/e","n/e","n/e","2572","N/A","2524"
"20.03.2020 04:00 - 20.03.2020 05:00","0","N/A","0","n/e","n/e","n/e","2641","N/A","2626"
"20.03.2020 05:00 - 20.03.2020 06:00","0","N/A","0","n/e","n/e","n/e","2710","N/A","2729"
"20.03.2020 06:00 - 20.03.2020 07:00","52","55","55","n/e","n/e","n/e","2779","3115","3115"
"20.03.2020 07:00 - 20.03.2020 08:00","1022","1045","1045","n/e","n/e","n/e","2836","3138","3138"
"20.03.2020 08:00 - 20.03.2020 09:00","2803","2835","2835","n/e","n/e","n/e","2893","3200","3200"
"20.03.2020 09:00 - 20.03.2020 10:00","4404","4397","4383","n/e","n/e","n/e","2950","3279","3574"
"20.03.2020 10:00 - 20.03.2020 11:00","5412","5495","5403","n/e","n/e","n/e","3143","3564","3774"
"20.03.2020 11:00 - 20.03.2020 12:00","5994","6037","5860","n/e","n/e","n/e","3336","3859","4023"
"20.03.2020 12:00 - 20.03.2020 13:00","5978","6085","5942","n/e","n/e","n/e","3529","4161","4292"
"20.03.2020 13:00 - 20.03.2020 14:00","5588","5659","5580","n/e","n/e","n/e","3764","4432","4536"
"20.03.2020 14:00 - 20.03.2020 15:00","4778","4836","4786","n/e","n/e","n/e","3998","4708","4791"
"20.03.2020 15:00 - 20.03.2020 16:00","3559","3574","3609","n/e","n/e","n/e","4233","4986","5054"
"20.03.2020 16:00 - 20.03.2020 17:00","2056","2040","2052","n/e","n/e","n/e","4710","5376","5430"
"20.03.2020 17:00 - 20.03.2020 18:00","556","534","545","n/e","n/e","n/e","5187","5766","5812"
"20.03.2020 18:00 - 20.03.2020 19:00","0","0","0","n/e","n/e","n/e","5664","6156","6198"
"20.03.2020 19:00 - 20.03.2020 20:00","0","0","0","n/e","n/e","n/e","5906","6437","6476"
"20.03.2020 20:00 - 20.03.2020 21:00","0","0","0","n/e","n/e","n/e","6149","6719","6753"
"20.03.2020 21:00 - 20.03.2020 22:00","0","0","0","n/e","n/e","n/e","6391","7001","7032"
"20.03.2020 22:00 - 20.03.2020 23:00","0","0","0","n/e","n/e","n/e","6218","6811","6840"
"20.03.2020 23:00 - 21.03.2020 00:00","0","N/A","0","n/e","n/e","n/e","6289","N/A","6766"
"21.03.2020 00:00 - 21.03.2020 01:00","0","N/A","0","n/e","n/e","n/e","6066","N/A","6489"
"21.03.2020 01:00 - 21.03.2020 02:00","0","N/A","0","n/e","n/e","n/e","5936","N/A","6376"
"21.03.2020 02:00 - 21.03.2020 03:00","0","N/A","0","n/e","n/e","n/e","5807","N/A","6265"
"21.03.2020 03:00 - 21.03.2020 04:00","0","N/A","0","n/e","n/e","n/e","5678","N/A","6159"
"21.03.2020 04:00 - 21.03.2020 05:00","0","N/A","0","n/e","n/e","n/e","6006","N/A","6427"
"21.03.2020 05:00 - 21.03.2020 06:00","0","N/A","0","n/e","n/e","n/e","6334","N/A","6698"
"21.03.2020 06:00 - 21.03.2020 07:00","53","56","56","n/e","n/e","n/e","6662","6905","6905"
"21.03.2020 07:00 - 21.03.2020 08:00","930","952","952","n/e","n/e","n/e","6761","6775","6775"
"21.03.2020 08:00 - 21.03.2020 09:00","2444","2509","2509","n/e","n/e","n/e","6860","6705","6705"
"21.03.2020 09:00 - 21.03.2020 10:00","3748","3807","3953","n/e","n/e","n/e","6962","6661","6928"
"21.03.2020 10:00 - 21.03.2020 11:00","4640","4661","4881","n/e","n/e","n/e","6734","6516","6698"
"21.03.2020 11:00 - 21.03.2020 12:00","5145","5126","5320","n/e","n/e","n/e","6506","6386","6521"
"21.03.2020 12:00 - 21.03.2020 13:00","5170","5130","5341","n/e","n/e","n/e","6279","6267","6368"
"21.03.2020 13:00 - 21.03.2020 14:00","4784","4875","5032","n/e","n/e","n/e","6264","6338","6413"
"21.03.2020 14:00 - 21.03.2020 15:00","4218","4181","4398","n/e","n/e","n/e","6248","6416","6473"
"21.03.2020 15:00 - 21.03.2020 16:00","3180","3256","3356","n/e","n/e","n/e","6232","6499","6541"
"21.03.2020 16:00 - 21.03.2020 17:00","1906","1915","1956","n/e","n/e","n/e","6421","6640","6670"
"21.03.2020 17:00 - 21.03.2020 18:00","531","534","539","n/e","n/e","n/e","6610","6781","6806"
"21.03.2020 18:00 - 21.03.2020 19:00","1","1","1","n/e","n/e","n/e","6798","6923","6945"
"21.03.2020 19:00 - 21.03.2020 20:00","0","0","0","n/e","n/e","n/e","6771","6979","6999"
"21.03.2020 20:00 - 21.03.2020 21:00","0","0","0","n/e","n/e","n/e","6743","7037","7052"
"21.03.2020 21:00 - 21.03.2020 22:00","0","0","0","n/e","n/e","n/e","6715","7094","7105"
"21.03.2020 22:00 - 21.03.2020 23:00","0","0","0","n/e","n/e","n/e","6508","6922","6933"
"21.03.2020 23:00 - 22.03.2020 00:00","0","N/A","0","n/e","n/e","n/e","7033","N/A","6829"
"22.03.2020 00:00 - 22.03.2020 01:00","0","N/A","0","n/e","n/e","n/e","6816","N/A","6599"
"22.03.2020 01:00 - 22.03.2020 02:00","0","N/A","0","n/e","n/e","n/e","6918","N/A","6651"
"22.03.2020 02:00 - 22.03.2020 03:00","0","N/A","0","n/e","n/e","n/e","7022","N/A","6708"
"22.03.2020 03:00 - 22.03.2020 04:00","0","N/A","0","n/e","n/e","n/e","7124","N/A","6773"
"22.03.2020 04:00 - 22.03.2020 05:00","0","N/A","0","n/e","n/e","n/e","7207","N/A","6861"
"22.03.2020 05:00 - 22.03.2020 06:00","0","N/A","0","n/e","n/e","n/e","7293","N/A","6953"
"22.03.2020 06:00 - 22.03.2020 07:00","59","65","65","n/e","n/e","n/e","7380","7379","7379"
"22.03.2020 07:00 - 22.03.2020 08:00","922","943","943","n/e","n/e","n/e","7593","7310","7310"
"22.03.2020 08:00 - 22.03.2020 09:00","2363","2344","2344","n/e","n/e","n/e","7805","7304","7304"
"22.03.2020 09:00 - 22.03.2020 10:00","3617","3557","3781","n/e","n/e","n/e","8017","7325","7307"
"22.03.2020 10:00 - 22.03.2020 11:00","4453","4375","4694","n/e","n/e","n/e","8160","7439","7394"
"22.03.2020 11:00 - 22.03.2020 12:00","4864","4826","5085","n/e","n/e","n/e","8304","7565","7517"
"22.03.2020 12:00 - 22.03.2020 13:00","4940","4992","5176","n/e","n/e","n/e","8449","7701","7654"
"22.03.2020 13:00 - 22.03.2020 14:00","4870","4663","4842","n/e","n/e","n/e","8541","7778","7733"
"22.03.2020 14:00 - 22.03.2020 15:00","4205","4092","4191","n/e","n/e","n/e","8632","7865","7814"
"22.03.2020 15:00 - 22.03.2020 16:00","3216","3115","3129","n/e","n/e","n/e","8722","7956","7900"
"22.03.2020 16:00 - 22.03.2020 17:00","1890","1834","1806","n/e","n/e","n/e","8670","7802","7742"
"22.03.2020 17:00 - 22.03.2020 18:00","548","539","519","n/e","n/e","n/e","8617","7649","7591"
"22.03.2020 18:00 - 22.03.2020 19:00","1","1","1","n/e","n/e","n/e","8565","7496","7441"
"22.03.2020 19:00 - 22.03.2020 20:00","0","0","0","n/e","n/e","n/e","8572","7583","7531"
"22.03.2020 20:00 - 22.03.2020 21:00","0","0","0","n/e","n/e","n/e","8579","7673","7620"
"22.03.2020 21:00 - 22.03.2020 22:00","0","0","0","n/e","n/e","n/e","8588","7761","7708"
"22.03.2020 22:00 - 22.03.2020 23:00","0","0","0","n/e","n/e","n/e","8550","7485","7435"
"22.03.2020 23:00 - 23.03.2020 00:00","0","N/A","0","n/e","n/e","n/e","7345","N/A","7624"
"23.03.2020 00:00 - 23.03.2020 01:00","0","N/A","0","n/e","n/e","n/e","7063","N/A","7365"
"23.03.2020 01:00 - 23.03.2020 02:00","0","N/A","0","n/e","n/e","n/e","6794","N/A","7063"
"23.03.2020 02:00 - 23.03.2020 03:00","0","N/A","0","n/e","n/e","n/e","6526","N/A","6763"
"23.03.2020 03:00 - 23.03.2020 04:00","0","N/A","0","n/e","n/e","n/e","6257","N/A","6463"
"23.03.2020 04:00 - 23.03.2020 05:00","0","N/A","0","n/e","n/e","n/e","6230","N/A","6393"
"23.03.2020 05:00 - 23.03.2020 06:00","0","N/A","0","n/e","n/e","n/e","6204","N/A","6324"
"23.03.2020 06:00 - 23.03.2020 07:00","73","82","82","n/e","n/e","n/e","6179","6733","6733"
"23.03.2020 07:00 - 23.03.2020 08:00","1007","1069","1069","n/e","n/e","n/e","6111","6524","6524"
"23.03.2020 08:00 - 23.03.2020 09:00","2633","2678","2678","n/e","n/e","n/e","6042","6373","6373"
"23.03.2020 09:00 - 23.03.2020 10:00","4013","3992","3725","n/e","n/e","n/e","5973","6245","6557"
